m1	m2	DL	Tc	iota	phic	psi	thetaS	phiS	logL
3.80788408589484097816e+36	7.12358062272394232176e+35	2.86533182631380450225e+26	3.08702858551217913628e+07	3.57751357277583226235e-01	2.01936288411191844361e+00	1.02273463033457367999e+00	1.43511270614426922343e+00	2.12683083830831698435e+00       -5.432329e-38
3.56054252624774267288e+36	9.63546486154905497274e+35	2.81478234699984276260e+26	3.43981199469376057386e+07	3.44112403877430139687e-01	2.89408058271754997648e+00	2.23492378625102627865e-01	1.01647538182031560439e+00	1.66000236749194995944e+00       -4.947491e-38
3.86279024566756330764e+36	8.65834970665703335838e+35	3.26652993055601227926e+26	3.67667139973007291555e+07	3.00139892068651059631e+00	1.98514055684400170243e+00	2.84556134772802782340e-01	1.17740236289953559279e+00	1.96318461248313047562e+00       -4.715396e-38
2.90053784710455039950e+36	7.99862433361663512704e+35	3.20343887874957476765e+26	2.97173856693886145949e+07	3.01033122135714936718e+00	1.15659938332743417178e+00	6.93659334527223503386e-02	1.15252656736864156350e+00	2.15037248441223027839e+00       -4.600650e-38
3.25313707185814241957e+36	9.52431700105786641524e+35	3.38022442475374338835e+26	2.96228192570457197726e+07	5.75811326272432810747e-01	5.50722257708189655290e+00	2.30290763801612685668e+00	1.49361374008704017591e+00	1.76845496033414928405e+00       -4.459564e-38
2.91207957395291340060e+36	9.79268070013843331358e+35	3.66146656901670719204e+26	2.89029114439726509154e+07	2.76883527162499820662e+00	5.53159918553683471742e+00	1.85053742211916172344e-01	1.62230747724519397401e+00	2.38021532680361991297e+00       -4.311560e-38
3.57333456053231458263e+36	9.02017390281146639749e+35	3.28187534105667125880e+26	3.74276490214528590441e+07	2.62772168893746060903e+00	4.28552176129107031954e+00	7.63650185787478896771e-01	1.83216838283558081102e+00	2.00620594053016354508e+00       -4.310415e-38
2.08388409626210451025e+36	9.14024798098709534526e+35	2.86797828364745659342e+26	3.48434563803614452481e+07	1.57215181247304464085e-01	6.88910954884049964164e-01	1.50677673867725570034e+00	1.70431055917230667163e+00	5.37759246044433236733e+00       -4.222114e-38
3.83930564729998781512e+36	6.89558421435968133152e+35	3.33596734725777117149e+26	2.92429607047466784716e+07	2.83737046721875607602e-01	3.66780981157615704191e+00	8.65649244117964511425e-01	1.91716243998682900340e+00	5.18302802903350468000e+00       -3.945129e-38
3.50646084803044304417e+36	4.65247827198851135471e+35	2.87401901519134151542e+26	3.17621597003867663443e+07	2.62862079106949197982e-01	3.46292222380608860632e+00	4.98325041129531021156e-01	1.76530798466158511673e+00	1.92121689718957289195e+00       -3.876518e-38
3.81247079262212557683e+36	9.01288825513693325170e+35	2.95487678928555692872e+26	2.93133214007312357426e+07	2.54497127816858048632e+00	1.55298355521751907382e+00	5.55599831550525946611e-01	1.18188821191395132537e+00	4.57496353079792239527e+00       -3.526618e-38
3.88674724789507964321e+36	9.33207206424963409346e+35	3.52122837129831519456e+26	3.19658289183089807630e+07	1.33715383142147203888e-01	3.77686984982430251634e-01	2.44535698627469111344e+00	9.58621368060981637882e-01	2.61137959826074528280e+00       -3.436996e-38
3.08121208126006546354e+36	8.62333519452757094009e+35	3.16731751274045518706e+26	2.86688201981127783656e+07	3.32523986916818059534e-01	2.59230611545229683301e+00	2.68998397580335479873e+00	9.41788516497389593951e-01	1.57514016701674131049e+00       -3.394916e-38
3.44140549908865754511e+36	9.78557309979450001576e+35	2.99454911685357326536e+26	3.13102885824472457170e+07	2.89767167326421049012e+00	2.11541757638347238668e+00	2.30006348826359108273e+00	1.12202388848491252382e+00	2.88113362337090039844e+00       -3.383467e-38
2.24387627629475256068e+36	8.24065486157986328548e+35	2.77986102389946268323e+26	2.94278581622934117913e+07	2.80511865417394723465e+00	2.70307435340513269040e+00	2.77608521835797183996e+00	1.07984493975326101278e+00	5.88854579037014147502e+00       -3.348417e-38
3.62340932404563512252e+36	7.34062096975704930687e+35	3.12084282361677960511e+26	3.63184033872532919049e+07	2.68400684203099304526e+00	8.53736312517272222244e-01	2.97709019835161647904e+00	2.22014126324124649869e+00	2.35385715334636902440e+00       -3.201624e-38
3.87286845428455953427e+36	8.04583032652280215244e+35	2.97056055894989608252e+26	2.92506317420970313251e+07	7.46127556100838251751e-01	9.54293623221048825656e-01	1.70513851796597970534e+00	2.48325756513000239778e+00	2.55928263600912897502e+00       -3.161956e-38
3.60826381312254467579e+36	9.19392771068746256904e+35	2.87580274146435170319e+26	3.19081112183351442218e+07	2.08064974581448103308e+00	6.22425405276147092337e+00	3.08173119937134787349e+00	1.45018749442728189791e+00	4.82002339199517670920e+00       -3.106478e-38
3.83038202657719175106e+36	7.89142947689916488962e+35	3.49513783467753942106e+26	3.66193564732756167650e+07	6.40792901366638800731e-01	4.87939373530054620876e-01	8.95299591486266255203e-01	1.07668524591192449336e+00	5.33722408380269897066e+00       -3.064663e-38
2.40674216183062316252e+36	7.41754246229430634743e+35	3.19569844965109923538e+26	3.15668995647764094174e+07	2.80082781078407672126e+00	2.54139625763282062110e+00	1.90186106847751390525e+00	1.54741811356848923964e+00	4.98700380129134668294e+00       -2.920792e-38
3.30181787240811613377e+36	5.49233415040908165320e+35	2.93188443611942974258e+26	3.39714654782825708389e+07	1.91909865251985944923e-01	2.31652116698523879990e+00	2.67056818328580103383e+00	1.66993160342147506370e+00	5.18345448566314459526e+00       -2.863980e-38
3.60339974572380916237e+36	6.65607564667451649456e+35	3.01851668362511654547e+26	3.66047592515430450439e+07	3.88241408468094295614e-01	2.14281629522200667282e+00	2.81475853244303886314e+00	1.50153576955642886759e+00	4.66951637293439247856e+00       -2.861098e-38
3.59232480527443767069e+36	9.34525173835152107048e+35	3.03478320987805917259e+26	3.68575755334780216217e+07	2.93206133465246709946e-01	4.62676392392516788732e-01	7.87504471130616834351e-01	1.14141796369362413799e+00	6.16756431814176586670e+00       -2.834453e-38
3.68226221456557518098e+36	8.63974662557677287570e+35	3.57949915877643087289e+26	3.76995845504253581166e+07	2.98424098433811924025e+00	4.79208251721532629830e+00	7.25593708048887897633e-01	8.62115732672855905605e-01	5.98548394353694046544e+00       -2.815112e-38
3.19137983300066488013e+36	8.10960218727389763986e+35	3.38536809476016634189e+26	3.22803360912031158805e+07	2.57190272293088817435e+00	2.64446581636798283554e+00	2.36887679424748975876e+00	1.80892987682126760163e+00	5.41524280749047104422e+00       -2.797230e-38
