# m1 m2 DL Tc iota phic psi thetaS phiS logL logPrior
3.273737713490069696e+36 6.586774589884048794e+35 3.553584039646638964e+26 3.637841006747253984e+07 3.058428203097833364e+00 3.516443014700804781e+00 1.173708266490647745e+00 6.476837511055559826e-01 2.541474911239248069e+00 -5.649608749652073852e-39 0.000000000000000000e+00
2.671907497713666287e+36 3.912512837570552358e+35 3.160311624882130187e+26 2.972927846190111712e+07 2.087337495212104876e+00 4.010847454486304642e+00 2.400504414552406818e+00 1.644687779883089895e+00 5.040968529795208042e+00 -5.642452981703883999e-39 0.000000000000000000e+00
3.711645798768237542e+36 8.715237198603345444e+35 3.567540022878893003e+26 3.350750117504685372e+07 2.083251908128878060e+00 1.504764463677942699e+00 8.745294425415550688e-02 8.435085608317538508e-01 9.991396083593551136e-01 -5.642165482762132392e-39 0.000000000000000000e+00
3.380238402617618283e+36 4.079721126333747009e+35 2.813179969081993462e+26 2.935046710840120912e+07 2.282345204375023417e+00 4.332098167144769363e+00 7.462409425842124744e-01 2.619924946787371312e+00 2.251033329807104355e+00 -5.635987721837414956e-39 0.000000000000000000e+00
2.180503171615445207e+36 9.594073055407192997e+35 3.567345115698731515e+26 3.379118017210637778e+07 2.354565777917424274e+00 5.497762562536705921e+00 6.564036346685353518e-01 8.413520089462489526e-01 3.321090582343148578e-01 -5.627631454581335111e-39 0.000000000000000000e+00
3.529254090143500626e+36 7.874721483553138467e+35 3.407457648327655445e+26 3.262764689624081179e+07 1.446380107116270741e+00 5.660899765079128620e+00 1.497862186060374245e+00 1.309269965367260369e+00 6.172680736361860987e+00 -5.623811706458174163e-39 0.000000000000000000e+00
2.684827990686102357e+36 7.515647421956454679e+35 3.008052941079937917e+26 3.084754202156011760e+07 2.341493919353997644e+00 3.003299649571712582e+00 2.707759233785010711e+00 3.094042945009257473e+00 3.418612841831329519e+00 -5.623118080926154411e-39 0.000000000000000000e+00
3.057484833395037431e+36 5.920214389737747236e+35 3.290835757796908392e+26 3.735380274195741862e+07 1.936953955090116919e+00 3.067874922821308026e+00 2.043502636141069917e-01 1.974380522039298480e+00 5.493802819257693315e+00 -5.620615226623590629e-39 0.000000000000000000e+00
3.862373540061426441e+36 5.318528806270609355e+35 3.199626661252027133e+26 3.164342691517940164e+07 2.814861397810171639e-01 3.071267129244415361e+00 2.296010023098226327e+00 2.654400877085624888e+00 4.361924188295621896e+00 -5.615653990863795125e-39 0.000000000000000000e+00
2.936896337305582123e+36 5.627006601901660961e+35 2.875321958258204948e+26 3.328894480501699075e+07 2.249794481825615922e+00 7.022507448326419377e-01 5.166792983865489131e-01 4.761620660313292674e-02 1.177378619509620306e+00 -5.614753045233828149e-39 0.000000000000000000e+00
2.434092117647947051e+36 6.988884091589027535e+35 3.692808751743277846e+26 2.892153621635479480e+07 2.959675730802446392e+00 4.707172077234850427e+00 3.096753479166951983e+00 2.451525949112109526e+00 6.381944778937905793e-01 -5.610366297290759705e-39 0.000000000000000000e+00
3.674885314225773462e+36 8.315055426187130459e+35 2.918275072412672078e+26 3.760694388684435934e+07 1.376895719536013418e+00 3.420255556867849656e+00 2.250347658760962766e+00 8.207593425074892757e-01 4.790766995074685397e+00 -5.607225947975433276e-39 0.000000000000000000e+00
2.575196344429242664e+36 4.206587641116690041e+35 2.898191895381892756e+26 3.445916959233394265e+07 2.321692844245859255e-01 1.846996420196564737e+00 2.232224273037959783e+00 4.891320369309719029e-01 4.482826941169765433e+00 -5.605548466665089308e-39 0.000000000000000000e+00
2.755450142166070424e+36 5.177360072264654279e+35 3.036182714989312875e+26 3.602050800378058106e+07 2.422835193243178420e+00 4.466645312335115747e+00 1.444127706207225748e+00 2.468901826206004735e+00 2.778033900635692000e+00 -5.595808297080297501e-39 0.000000000000000000e+00
3.290151283579951363e+36 4.180811974409495694e+35 3.261441896451570928e+26 3.139719703596616909e+07 3.030696702164069389e+00 4.622324718092043483e+00 4.712548710104226823e-01 2.143168905677546032e+00 3.320346823330107888e+00 -5.587859841481523281e-39 0.000000000000000000e+00
3.735375954810162335e+36 2.865125609840803761e+35 3.616491601096517432e+26 3.205759890932096541e+07 2.566435219871169959e+00 3.068657327166643967e+00 7.435488715189902953e-01 1.691013973925401537e+00 1.129943787063693250e+00 -5.582323552854847611e-39 0.000000000000000000e+00
2.034844477393471578e+36 8.445648631766215039e+35 3.557837055784204507e+26 2.932274525043639541e+07 1.841771204744004242e+00 1.251678018787373947e+00 2.783936945408426844e+00 7.335011683360692647e-01 5.153325364241058359e+00 -5.572415778213708383e-39 0.000000000000000000e+00
2.661131936923214211e+36 6.099540083737139612e+35 3.669336372300180728e+26 3.317303273457485437e+07 2.543429201196649170e-01 3.429841518628294672e+00 4.931720667111318401e-01 3.078973761431631484e+00 3.354702953407572519e+00 -5.558495280383362726e-39 0.000000000000000000e+00
3.401211677594174760e+36 2.458446523205184754e+35 3.267354093217657744e+26 3.636441156081233919e+07 4.105386536958882115e-01 2.526487834224594664e+00 2.252724037165841242e+00 8.024081460873595528e-01 5.521461911407834044e+00 -5.556670476571031290e-39 0.000000000000000000e+00
2.095437893909275448e+36 4.498390818890172184e+35 3.285129691037025346e+26 3.420185509085096419e+07 2.832947075647472612e+00 7.697043399908142236e-01 2.671074976367064924e+00 2.432728552159928448e+00 2.954806280101101024e+00 -5.554542848058125007e-39 0.000000000000000000e+00
3.880654776883082299e+36 2.498262466922468492e+35 3.460781453413267923e+26 3.619304573295086622e+07 2.479123434087907363e+00 2.374406328573271718e+00 1.249495998835198074e-01 1.142460940303906769e+00 6.081047571382566019e+00 -5.554270520165799008e-39 0.000000000000000000e+00
3.602075198451529130e+36 9.649788586632589087e+35 3.383193957222120727e+26 2.888096932333751768e+07 2.507827213230916730e+00 5.029437548241948441e+00 4.925809536625126439e-01 7.533417773023269870e-01 3.448257220368660114e+00 -5.544025109669974261e-39 0.000000000000000000e+00
3.400187955471575122e+36 8.350477325088916565e+35 3.210045762983507322e+26 2.844683356840408966e+07 1.706894107570137820e+00 1.151366470939168440e+00 2.482475077534010310e+00 1.943975257423254499e+00 2.557786674304561636e+00 -5.541219832283396717e-39 0.000000000000000000e+00
2.152676070015653117e+36 3.215539893700203659e+35 3.404235035198659572e+26 3.056980979938180745e+07 1.797854760535928520e-01 8.667483178895148965e-01 1.954600410972686220e+00 1.766374507124122584e+00 6.222777839173762260e+00 -5.541154353458336448e-39 0.000000000000000000e+00
2.842960350450105005e+36 7.647419996701100579e+35 3.688997462329022895e+26 3.112714102287207544e+07 4.991268850050505357e-01 5.976149406702451650e+00 1.926634752538639361e+00 3.140094010691329096e+00 1.865850397069032995e+00 -5.535072774298930850e-39 0.000000000000000000e+00
3.457130568155737305e+36 9.777973943205454393e+35 3.640446372969448532e+26 3.078295582127727568e+07 1.499002544031228012e+00 1.268070706842064910e-01 9.644244355658453394e-01 1.966671855329068075e+00 5.402331794532257092e+00 -5.526910500259276955e-39 0.000000000000000000e+00
2.230773485243475773e+36 6.474401032138057727e+35 2.877126023672167733e+26 3.368769443643584847e+07 2.295267388211084114e-01 5.351398859439973066e-01 1.126913388708299602e+00 2.956239523234377664e+00 4.485473587625471659e+00 -5.525103434991982094e-39 0.000000000000000000e+00
2.429945843848205645e+36 9.414513023611828167e+35 2.953053546098821596e+26 3.357467410029371083e+07 1.963510011641684150e+00 2.647343147306874922e+00 1.228890700633819888e+00 4.868928412278282769e-01 1.902815846967294000e+00 -5.517065836807336588e-39 0.000000000000000000e+00
3.115403996019322147e+36 4.490520634080561426e+35 3.353465649459448945e+26 2.922186889005756378e+07 1.238177252233367276e-01 3.753104320106249059e+00 2.095275961796909669e+00 4.183628528087610654e-01 2.538368864013686554e+00 -5.512326517803435751e-39 0.000000000000000000e+00
3.188613411961689051e+36 2.226100667087300260e+35 3.680817508087350950e+26 3.264567944182935357e+07 3.069920420605090072e-01 1.151822204656249182e+00 9.812971322328776225e-01 1.030474068029092916e+00 5.634925987090610988e+00 -5.511263268978222632e-39 0.000000000000000000e+00
2.547619642487441768e+36 3.283005747960862554e+35 3.375411417443624502e+26 3.435332584847928584e+07 2.498646545574384703e+00 3.455828111566874306e+00 2.381798244824686162e+00 2.380179297406191719e+00 2.306818035693990687e+00 -5.506760274991168739e-39 0.000000000000000000e+00
2.859841204973474204e+36 5.640272272162164607e+35 2.902522442792704771e+26 3.450575375382838398e+07 5.768952277010215290e-01 3.781949791385134318e+00 5.372478626592387396e-01 9.566461857274033420e-01 2.764130992500131445e-02 -5.451090651368814645e-39 0.000000000000000000e+00
3.626522888899156953e+36 9.905720849267977860e+35 3.344392449822947360e+26 3.690952685278704017e+07 8.793735886838229820e-01 2.596889032574409395e+00 2.708877077779727749e-01 2.427295756502091173e+00 5.015666809493842138e+00 -5.447547642166211584e-39 0.000000000000000000e+00
2.705485354664860111e+36 5.220932847754881967e+35 2.818404615174631031e+26 3.592347891255092621e+07 2.865758983888939682e+00 1.976417090060938797e+00 1.407157523193076853e+00 1.656987735808792106e+00 4.051132854281264351e+00 -5.444508150427598669e-39 0.000000000000000000e+00
3.462974455973887190e+36 6.668660175878869864e+35 3.297818071850484909e+26 2.906400166784096882e+07 1.896768086739544668e+00 5.870507398454932080e+00 4.456005462657260940e-01 1.486446239822917903e+00 2.605987274481374349e+00 -5.417173775202945507e-39 0.000000000000000000e+00
3.663792453558937344e+36 8.524186223585706110e+35 3.696856917170889484e+26 3.534028853589502722e+07 5.301567442126589036e-01 3.576131831749393086e+00 5.307454521686951754e-01 2.885930900328104620e+00 3.579963750177594939e+00 -5.411622245801515084e-39 0.000000000000000000e+00
3.666522797663419590e+36 2.145204826705342502e+35 3.514548418518760736e+26 3.691395035546296835e+07 2.250673648509333269e+00 5.095467552509475695e+00 2.309232151691842372e+00 1.080505875511299285e+00 4.473401067182816604e+00 -5.395814021735881043e-39 0.000000000000000000e+00
2.053709629227910299e+36 7.874620463420803449e+35 3.540907896252487813e+26 3.588099510421860963e+07 7.454320057457376469e-01 5.629949394110921546e+00 1.914853267114729585e+00 2.259789084190023001e+00 4.598133384190393969e+00 -5.393591304970599381e-39 0.000000000000000000e+00
3.284207688436840546e+36 5.671121374862023267e+35 3.058150010039268361e+26 2.885669277868657187e+07 6.694509256070223513e-01 2.104883618495455855e-01 1.462121164141477969e+00 2.747193482267051845e+00 4.359128562818828989e+00 -5.379051625664929589e-39 0.000000000000000000e+00
3.946062218246183569e+36 8.270046231840845902e+35 3.018061024054286352e+26 3.704097493745892495e+07 2.098013208346079406e+00 5.802531930419022599e-01 2.943678338529813310e+00 2.721376457300129559e+00 4.581186079966538927e+00 -5.369454363991454938e-39 0.000000000000000000e+00
2.935274217354714977e+36 9.455493711574385480e+35 2.850503195579507519e+26 3.488082098707892001e+07 7.396502226355996523e-01 3.598414046462818927e+00 2.212777788164394188e+00 2.873916898449950796e+00 1.015061281049994601e+00 -5.369162978123976530e-39 0.000000000000000000e+00
3.847408037644194295e+36 3.096935688812679109e+35 3.564395447564210143e+26 3.784218253105022013e+07 1.009479111108309679e+00 4.145846187892530565e+00 2.151056833122830358e+00 1.007480525589548925e+00 1.463206112996992658e+00 -5.367091232273925900e-39 0.000000000000000000e+00
3.840122842121145919e+36 4.031940063090311557e+35 3.405809937795342857e+26 2.940108149634712562e+07 4.572342934300179657e-02 3.861912866420345480e+00 5.932723647971628322e-01 1.252452903288661989e+00 6.661714018592090891e-01 -5.364826268112520385e-39 0.000000000000000000e+00
2.036895458563729038e+36 9.386698762977713099e+35 3.361193383800638516e+26 3.620402308259538561e+07 3.683809002128322074e-01 2.288765362037570306e-02 2.793246755365363487e+00 6.816375286768976416e-01 9.301404044386680781e-01 -5.352251771364376580e-39 0.000000000000000000e+00
3.685007524018485242e+36 4.901672641219362728e+35 3.164513566655803671e+26 3.208997927595625073e+07 6.813249337573776820e-01 3.091750538456197184e+00 3.010828246467949221e+00 1.684818316765177570e+00 8.684072266369238235e-01 -5.348052092748202895e-39 0.000000000000000000e+00
2.586009889146462928e+36 7.180461258038598193e+35 3.240298292327624238e+26 3.268612712237759680e+07 2.635406316316095676e-01 4.195285379892829680e-01 3.866085919477084687e-01 2.886036296962432690e+00 5.158127668601488303e+00 -5.337213239662290646e-39 0.000000000000000000e+00
2.041969913101227465e+36 8.259159839537154217e+35 3.545728640348462937e+26 3.558995477422299981e+07 1.695579641232067836e+00 5.145946971486850430e+00 1.947247960485553042e+00 1.729955203903980721e+00 2.055043553656253685e+00 -5.337013315132084256e-39 0.000000000000000000e+00
3.886392216738727569e+36 5.607374345555522178e+35 3.408919188575794103e+26 3.666654905059422553e+07 5.630669175498010937e-01 3.922023404270431612e-01 1.553255041120387814e+00 2.768176492481050577e+00 2.845462853845467599e+00 -5.330347300714277877e-39 0.000000000000000000e+00
2.394493449452695851e+36 6.567691257998852241e+35 2.825555051196390877e+26 3.301507969316539541e+07 1.832802418915645992e+00 1.966099553816636203e-01 1.911033901385628675e-01 1.489189842217275350e+00 5.211221330047602684e+00 -5.324926253635466166e-39 0.000000000000000000e+00
2.489129528879018642e+36 2.646067603255752236e+35 2.891250453942458505e+26 3.586860276303829253e+07 7.294494450928808993e-01 4.235031017038831003e+00 7.231306483516738437e-01 9.649004034985401157e-01 2.466460504693112732e+00 -5.319442776325774995e-39 0.000000000000000000e+00
3.027422471782847827e+36 6.217747345425883259e+35 3.509137219022022925e+26 3.003832403222833201e+07 2.182050226109904845e+00 3.634787198456824520e+00 2.689434227404527533e+00 5.036139430609375411e-01 4.195404569929574556e+00 -5.315119058117175093e-39 0.000000000000000000e+00
3.898325059031262353e+36 5.373290437434517579e+35 3.150276048446133481e+26 3.001370424097213894e+07 9.576941970424144301e-01 2.759398277335691319e+00 1.998184398478715540e+00 2.387540967317880458e+00 7.117792606430439761e-02 -5.295630071314605538e-39 0.000000000000000000e+00
3.094975811163140744e+36 4.740851153355345007e+35 3.670836481317818257e+26 3.664493354580613226e+07 2.952256445719683597e+00 2.833545632226890376e+00 2.452836688283866362e+00 1.196542908357559831e+00 3.236379072932575429e+00 -5.295150195960020505e-39 0.000000000000000000e+00
3.291483986016644883e+36 4.337675330816315865e+35 3.145754688746530280e+26 3.538532519273070991e+07 2.391717979635249680e+00 2.631470758248699582e+00 3.105959496262262753e-01 2.292158691187928365e+00 4.739313463088931755e+00 -5.285546988557490192e-39 0.000000000000000000e+00
3.932523147951870673e+36 5.595618830902258556e+35 3.637278765767002427e+26 2.869496355846692249e+07 3.405254962067455482e-01 5.405821012831681927e+00 1.506767057146198630e+00 2.305867427547325210e+00 4.467686098840133901e+00 -5.276955915761258050e-39 0.000000000000000000e+00
3.011935480000097076e+36 6.891521693058552239e+35 2.797316816731790287e+26 3.306420167233684286e+07 1.044973016260624554e+00 3.615657008075652712e+00 1.926079006237545244e+00 1.923905729486838023e+00 4.346580498874153875e+00 -5.254336874863031081e-39 0.000000000000000000e+00
1.990205398094970847e+36 9.790455541718005730e+35 3.519142750458657779e+26 3.507339226142432541e+07 2.015728755994712351e+00 2.538115162323356877e+00 2.808809660228940075e+00 1.396148556128631979e+00 1.436167186141309671e+00 -5.253690310368667758e-39 0.000000000000000000e+00
3.783199687982006604e+36 3.668438932741571959e+35 3.591870062774057687e+26 3.023333521200657636e+07 3.646166736350775484e-02 2.700002455641555610e+00 2.413737342998386326e-01 4.738605777018789489e-01 2.101044710354674105e+00 -5.247198412239159507e-39 0.000000000000000000e+00
2.072425624553251836e+36 8.244996182494697488e+35 3.236421463265095303e+26 3.518908038344563544e+07 1.879236066153199824e-01 4.158188145441472194e+00 1.700494566457465551e+00 2.551846599286585526e+00 1.194497194984967647e+00 -5.247185297277103145e-39 0.000000000000000000e+00
3.133395812329347777e+36 6.530918297955885490e+35 3.420846219611873648e+26 2.912645985273586214e+07 2.175836284146422717e+00 1.534421345720306418e+00 1.375828738478416025e+00 1.804132497204425034e+00 3.935334525996950994e+00 -5.228108362684350271e-39 0.000000000000000000e+00
3.775084836443676902e+36 8.060087842333034926e+35 3.601946546002925863e+26 2.838733382432116941e+07 1.273920024901914250e+00 3.214147639589244765e+00 8.580673039912691813e-01 1.359215218155621407e+00 6.113532017286951614e+00 -5.224175632118223669e-39 0.000000000000000000e+00
2.700536221084625913e+36 9.784752407478842904e+35 3.430482381935076467e+26 3.735834394606170803e+07 1.798113633490667329e+00 3.874864309164562037e+00 1.770435035241449295e+00 1.546600898127711288e+00 4.167458769002184482e+00 -5.213852498294757982e-39 0.000000000000000000e+00
3.787299322939792917e+36 5.983114724360989817e+35 3.074791004339798808e+26 3.381113313583862036e+07 8.274631004201730144e-01 1.733781277606115223e+00 2.612802285155687021e-01 2.482470534892839531e+00 2.569889797132097753e-01 -5.211300508535312248e-39 0.000000000000000000e+00
2.716848240226766021e+36 6.593975995881381629e+35 2.790827681803895114e+26 3.381254259464672953e+07 7.490844060359393985e-01 1.730177114076908218e+00 1.858741321427938686e+00 2.085666689999836620e+00 3.654085719004528165e+00 -5.208027873025602209e-39 0.000000000000000000e+00
3.159719289636524981e+36 7.538342152952864459e+35 3.420259138424493147e+26 3.468221121313732862e+07 5.461566496182697350e-02 3.892755534066866252e-02 1.578991777000222640e+00 2.861722683719323257e+00 4.338511932999650433e+00 -5.201876056491433235e-39 0.000000000000000000e+00
2.748063173945561533e+36 2.141477681530098881e+35 3.224994864301940724e+26 3.633066212428554147e+07 7.689770955683605802e-02 4.415686705753018693e+00 1.215161721752584523e+00 2.040263852505348474e+00 5.659920275314226146e+00 -5.194628693901535198e-39 0.000000000000000000e+00
2.569447158625035711e+36 9.380868549584378737e+35 3.292641612082116403e+26 3.532115211190132052e+07 3.101754396150928628e+00 5.775985205668865419e+00 1.588245847468195970e+00 3.030698253611014970e+00 2.062229934481565330e+00 -5.190889599983730804e-39 0.000000000000000000e+00
2.254109511976942541e+36 6.257113560767391289e+35 2.820559060416850774e+26 3.359414337403358519e+07 6.465508423768797641e-01 3.257178858048310310e+00 4.528483945610497496e-01 7.047405158904906930e-01 1.307688887926072852e+00 -5.190726393208035600e-39 0.000000000000000000e+00
2.786774752935143780e+36 7.998274847616529306e+35 3.142555004733668176e+26 3.108021187239269167e+07 7.947614772449419496e-01 3.733583732801412314e+00 1.861669467818770407e+00 1.790135788988017174e+00 3.610891066655326220e+00 -5.189864705706211044e-39 0.000000000000000000e+00
3.184371720915746966e+36 5.617564135573389078e+35 3.565934252776450450e+26 2.865037938699622825e+07 1.344522186117187434e+00 2.183822733607667210e+00 9.954062511700678684e-01 1.394380358258085817e+00 5.420280828914117777e+00 -5.182867144400094036e-39 0.000000000000000000e+00
3.197284087519114617e+36 5.859267239077079229e+35 3.298557325972841922e+26 3.384819775142499059e+07 1.786084480066940927e-01 5.818133287540625531e-01 6.898927200971775031e-01 3.989301025419610125e-02 2.256103058791961935e+00 -5.164659940087535590e-39 0.000000000000000000e+00
2.506983225557299739e+36 9.820292020591027446e+35 2.819901593608034796e+26 3.581225986047566682e+07 1.486349199443264046e+00 5.207890468952432350e+00 2.240005887990500266e+00 1.257962841486194971e+00 1.483599376896678645e+00 -5.164379664605756822e-39 0.000000000000000000e+00
2.814903086119880518e+36 2.829245238430063661e+35 3.264284605327263201e+26 3.439309772570310533e+07 8.508375694161142144e-01 2.219028221358346986e+00 2.043655426730479618e+00 7.319824805567336501e-01 1.936078909471127929e+00 -5.160578320068798849e-39 0.000000000000000000e+00
2.925029979456551038e+36 9.183315693500175272e+35 3.268912487771554901e+26 3.183723883708008751e+07 7.451533237163332490e-01 3.398815274112474416e+00 3.336655024472464648e-01 9.394382624254224989e-01 3.543830717269795816e+00 -5.158258061026548773e-39 0.000000000000000000e+00
2.464621228370796757e+36 7.463569923284324604e+35 3.111444781245750180e+26 3.291447660592682287e+07 3.110637337945020953e+00 5.075253048180223381e+00 7.698974302760878130e-01 4.727563631180473069e-01 9.958802995134555802e-01 -5.151416071988206386e-39 0.000000000000000000e+00
3.858659635945914447e+36 6.626315137185581122e+35 3.221732494306637505e+26 3.776478526166077703e+07 5.370589543127993748e-01 2.139375846017835592e+00 1.572260337782147355e+00 3.000769288219179431e-01 3.276924348855955405e+00 -5.145350156182552171e-39 0.000000000000000000e+00
2.189953599573450898e+36 4.992213365784338491e+35 3.287965404372265214e+26 3.368063726870159805e+07 5.470951629956148921e-01 2.881885725533445353e+00 6.591203525139486263e-01 4.310365443207039848e-01 4.481774634811057645e+00 -5.140210823252370913e-39 0.000000000000000000e+00
2.262698041781431580e+36 5.724170260946063810e+35 2.978136803309823757e+26 3.037691321002602205e+07 2.280798514438403757e+00 3.742849639639330150e-01 1.459825161350409184e+00 1.347905163135537432e+00 1.110765508556115444e+00 -5.134710787021176674e-39 0.000000000000000000e+00
2.583731103726462017e+36 9.774304345523986555e+35 2.991649300345901730e+26 2.860812329519219324e+07 2.648893379837875983e+00 4.026259796045291162e-01 2.455049021652313257e-01 1.136762815994369680e+00 4.099962634297590891e-01 -5.125547960073627443e-39 0.000000000000000000e+00
2.792614094890707703e+36 7.193535912276794091e+35 3.401049513795441335e+26 3.360827668996106833e+07 1.595302629068600098e-01 1.060435251305838822e+00 1.119246664806131220e+00 2.810889971746907801e+00 6.623868736726769291e-02 -5.098148079401892667e-39 0.000000000000000000e+00
3.000917032214124466e+36 6.094607488895327762e+35 3.290167685753868387e+26 3.386207723494020849e+07 1.769343375637082438e+00 5.377924357023621482e+00 2.022650007162315688e+00 2.157697700189460832e+00 2.247731485786987449e+00 -5.095376511879582533e-39 0.000000000000000000e+00
2.527657740380302798e+36 5.855882113919619106e+35 3.302130434943820680e+26 3.012478651360771060e+07 2.873989143297976501e+00 2.694206166483513964e+00 2.549064296733953405e+00 2.339959930329926774e+00 9.617436912962720186e-01 -5.091074371029524448e-39 0.000000000000000000e+00
2.763680136563078348e+36 7.215073149232789763e+35 2.941274537545996768e+26 3.536049845656331629e+07 1.183156958088413369e+00 2.534487028822099752e+00 7.872084768347301642e-01 2.847915627896495661e+00 1.355118248537405590e+00 -5.090991126157724743e-39 0.000000000000000000e+00
2.174457996498892792e+36 3.578705364801230704e+35 3.096219741037237727e+26 3.327272049571724236e+07 9.764966315778693673e-01 5.042135621674617596e+00 9.446741272579459725e-01 1.331177028832548626e+00 2.570595500468040751e+00 -5.089191674836184927e-39 0.000000000000000000e+00
2.649427227068516566e+36 5.263398190058167897e+35 3.197598967872803708e+26 3.123107815894476324e+07 1.063625161460643342e+00 1.020664726108785558e+00 2.898069909292706914e+00 8.940343098694512047e-01 2.859672792215916193e+00 -5.086262896689907905e-39 0.000000000000000000e+00
2.878191524060690900e+36 6.722839159852154750e+35 2.947903795000640871e+26 3.488728155654449016e+07 6.831176308399922181e-01 2.212157797353824673e+00 3.052244798802464132e+00 2.056914611236795754e+00 3.861065989418728250e+00 -5.084920022809712325e-39 0.000000000000000000e+00
2.363575818306747185e+36 5.538421328949693976e+35 3.093603704335658661e+26 2.987585309710777178e+07 2.490578738417744908e+00 2.531093072030695668e-01 2.475586945130804073e-01 2.606246329341385781e+00 1.001161350236382974e+00 -5.069585098836965455e-39 0.000000000000000000e+00
3.197923873027746434e+36 5.851602177773624675e+35 3.147050331601747488e+26 2.899891689198948815e+07 1.746850073341901455e+00 1.888064967899205859e+00 2.247495648629494358e+00 1.196523167823448697e+00 2.433833716285472626e+00 -5.045939806971329222e-39 0.000000000000000000e+00
2.222412769927744533e+36 9.418790894259548539e+35 3.578656545911799300e+26 3.709736875454211980e+07 2.198780932728816140e+00 4.928576218244868912e+00 1.426867050687288030e+00 2.810732783734548601e+00 1.999064754678061773e+00 -5.044580554848464944e-39 0.000000000000000000e+00
2.765100109428182732e+36 4.487977370033303980e+35 2.838936215253616383e+26 3.691461994180916250e+07 2.152051045701280363e-01 2.593238796773514654e+00 1.120998127287747392e+00 2.742510984149766351e-01 3.474200331877395631e-01 -5.038315485141319078e-39 0.000000000000000000e+00
3.549419084812591149e+36 5.427369592780665263e+35 3.489218222436313659e+26 3.675289942982739955e+07 2.955878845980631997e+00 3.555641003653253307e+00 2.211344677435030270e+00 2.908875446284899802e+00 4.327920729023524871e+00 -5.037637871337606304e-39 0.000000000000000000e+00
3.382920942375494819e+36 2.600510333871567177e+35 3.316159096465546084e+26 3.410133764604759961e+07 2.218304154036770726e+00 3.526756151990779742e-01 2.261741851570002737e+00 1.111466281822757862e+00 5.089481174987914969e+00 -5.037213827673107401e-39 0.000000000000000000e+00
2.970319248794917664e+36 3.262176264489050442e+35 2.946067550073092330e+26 3.155731033924623579e+07 2.830153310423623392e+00 4.316219231735349382e+00 1.978890667352231736e+00 3.135206704630438268e-01 5.513345182968370395e+00 -5.036382065523004969e-39 0.000000000000000000e+00
3.654060602638565545e+36 8.849237340902571106e+35 3.356696266881346617e+26 3.516673052277840674e+07 2.289189450248847901e+00 5.089240900173322979e-01 2.334370782376959497e+00 1.221701929732543102e+00 2.869669049237905112e-01 -5.033131812866373001e-39 0.000000000000000000e+00
2.211548232264394474e+36 4.265237534390529025e+35 3.370284203747219297e+26 3.524489264920812100e+07 7.842469581548686675e-01 4.985362852628937524e+00 1.231614901198867074e+00 1.380340562883034305e+00 2.994658809413906830e+00 -5.030354522093784407e-39 0.000000000000000000e+00
2.844203620429716950e+36 9.498704652643589773e+35 3.119621984366718649e+26 3.087822381256273016e+07 1.530325726815411791e+00 4.955747885190720403e+00 2.451205695471824431e+00 9.555249209263096954e-01 4.644763923624468660e+00 -5.016670986672662999e-39 0.000000000000000000e+00
3.086652901451969873e+36 2.198692995408967694e+35 3.507901821591762634e+26 3.128744672060273215e+07 9.558890767512151498e-03 2.131511554689064614e+00 2.062057924344937732e+00 1.067086476280926677e+00 4.814381780131848920e+00 -5.010545996410841788e-39 0.000000000000000000e+00
2.144173020251853407e+36 7.643386123140866523e+35 3.282810546792568562e+26 3.434216596919890493e+07 2.682593939442708297e+00 3.349132868641434335e+00 1.361802082505650269e+00 3.093223760486348173e+00 5.904680481113979695e+00 -5.007501319526644364e-39 0.000000000000000000e+00
2.493051155894872760e+36 7.093871216757776123e+35 3.286821217019158387e+26 3.072207685928099602e+07 2.342718962629812385e+00 4.291436636032900154e+00 1.229006692818704671e+00 1.051500031191564544e+00 8.430054551921516426e-01 -5.002695747170881483e-39 0.000000000000000000e+00
2.724780396517355211e+36 7.815809960283499606e+35 2.817214664798151730e+26 3.511920507374853641e+07 1.238366333424597787e+00 8.652685480558138797e-01 5.654041960142690559e-01 3.862478532939165876e-01 1.899263487107342718e-01 -4.996337361707397299e-39 0.000000000000000000e+00
2.420325652904073064e+36 7.662101012723764941e+35 3.304041576975710539e+26 3.539813044572320580e+07 2.435014291824163291e+00 1.786342422102940031e+00 1.331559978696390534e-01 2.739513728941826542e+00 4.738633026023663319e+00 -4.991199328401306872e-39 0.000000000000000000e+00
2.673970503376119435e+36 7.204056300395926087e+35 2.995744400410930277e+26 3.599965385428549349e+07 2.305234532122823143e+00 3.387486569126339386e+00 1.252493011281675117e-01 6.211171541667797058e-01 3.162288111404615298e-01 -4.981679806208256214e-39 0.000000000000000000e+00
3.940022972854728663e+36 9.554246948821505536e+35 3.502446710749419650e+26 3.536459849365729094e+07 1.948179742559716709e+00 9.779329476942641985e-01 2.263663331937181056e+00 8.775154882388841449e-01 1.891765572624344083e+00 -4.979464219312104107e-39 0.000000000000000000e+00
3.474887688954340500e+36 6.997909617421301986e+35 2.781033531152513791e+26 3.633457303657148033e+07 2.288748044238967161e+00 2.118953481882107859e+00 2.039269147425864404e+00 2.910961336316764569e+00 5.828162488484862180e+00 -4.973132577345270388e-39 0.000000000000000000e+00
2.319882574535259872e+36 7.795309370701376843e+35 3.380680797418743810e+26 3.687064600664795190e+07 3.515390897813837068e-01 5.137388257986726714e+00 2.127868661610062606e+00 1.798228710757922011e+00 3.294315481193834105e-01 -4.969870417978169501e-39 0.000000000000000000e+00
