# m1 m2 DL Tc iota phic psi thetaS phiS logL logPrior
2.062197959559542505e+36 9.167223920761364550e+35 3.677262336148391262e+26 3.271725426064657792e+07 1.660048579726505213e+00 2.141927977300265518e+00 2.779677278739567825e+00 6.879203942764919866e-01 2.612489438618767146e+00 -2.456322855323303197e-39 0.000000000000000000e+00
3.755686942781774151e+36 8.495188183721446805e+35 3.577745679766616459e+26 3.180097895745013654e+07 1.275446329385554023e+00 6.014344218856018109e+00 6.186719727484804032e-01 7.713071352824878435e-01 3.344785479171248355e+00 -2.456139443047275506e-39 0.000000000000000000e+00
2.443051821973360728e+36 2.245160136241912637e+35 3.260259335995447291e+26 2.862249405028332025e+07 2.120995742200171286e+00 3.099388760028219281e+00 2.150957941129862938e+00 2.775113230570039669e+00 1.017809474757677801e+00 -2.455786621268221261e-39 0.000000000000000000e+00
2.972629936561478522e+36 8.919087490315569185e+35 3.299988008336784371e+26 3.513560162400247157e+07 1.396726636982389858e+00 1.838583066777136565e+00 1.347137060086601501e+00 2.832242253954031952e+00 3.853526609118653301e+00 -2.455021936250587299e-39 0.000000000000000000e+00
2.937715455916948486e+36 5.292830602547307269e+35 3.657245115552058727e+26 3.412227996524106711e+07 1.661916688724231150e+00 3.901905191477446078e+00 2.279095365633864834e+00 1.738368765920400794e+00 1.513237622478112332e+00 -2.450660167169930338e-39 0.000000000000000000e+00
3.951532646813106678e+36 2.016509930663237859e+35 3.531342700234657425e+26 3.742388105460672826e+07 1.941800429413090612e+00 3.810245280891450648e+00 2.874963812843505107e+00 7.711563749736062567e-02 5.176027527240648851e+00 -2.447990332102804323e-39 0.000000000000000000e+00
2.950636402116237472e+36 6.466478162716462239e+35 3.331934616082694360e+26 3.217830039624855295e+07 1.243851443081072983e+00 1.093878049581204159e+00 5.509512276458576885e-01 3.018903496690933608e+00 3.663618480069242622e+00 -2.445501802582589073e-39 0.000000000000000000e+00
3.382355354579997095e+36 2.185068759187261459e+35 2.856196063934601510e+26 3.157935105681787804e+07 1.045998997406122122e+00 3.394399836749705912e+00 5.980999462390896859e-01 3.629485289181114821e-02 6.488590291247582353e-01 -2.444375834623774630e-39 0.000000000000000000e+00
2.452831849285065388e+36 7.723529838890306168e+35 3.064684636767174817e+26 3.026660940695054084e+07 2.049868436659755933e+00 1.589843666788416821e+00 7.103849897026388582e-01 1.455936365327127335e+00 9.110361295699274109e-01 -2.442954827101233609e-39 0.000000000000000000e+00
3.963779794090196062e+36 8.208560815133658787e+35 3.100315595684255839e+26 3.590878821741300076e+07 1.565939402391754776e+00 6.067217445339285753e+00 2.632350432436616483e+00 1.828966193374321203e-01 4.599915169619563038e+00 -2.439838728952177132e-39 0.000000000000000000e+00
2.089217686391205080e+36 5.993829397129557910e+35 3.143252750612043495e+26 3.124396389229971170e+07 1.532462697188130551e+00 4.398639447825602566e+00 2.300600433586527771e+00 2.125707787128749970e-01 2.957375086114315543e+00 -2.439191868137150623e-39 0.000000000000000000e+00
2.504486540121504239e+36 2.473783725558415716e+35 3.662155856232060611e+26 2.962313795048851520e+07 3.079515382618215558e+00 4.801045003082085039e-01 1.408179391643697320e+00 2.117010914068418792e+00 9.543514341986758520e-01 -2.438480366944487825e-39 0.000000000000000000e+00
3.175865913189409528e+36 2.994440990066441614e+35 3.525265860936480426e+26 3.284882486639815569e+07 2.225936471029965613e+00 3.257420691740442464e-02 2.286651614868717708e-02 2.754084999106080289e+00 5.752285588829534113e+00 -2.436977664462590340e-39 0.000000000000000000e+00
3.106668950768049088e+36 4.006848690608719786e+35 3.700154503269089662e+26 3.543976830146443844e+07 1.931563629191414000e+00 2.851489670860113179e+00 2.549165528823734705e-01 1.567685101531915759e+00 4.013209873655262605e+00 -2.436352533109772696e-39 0.000000000000000000e+00
3.008154181064009865e+36 6.225487798080973103e+35 2.952387705543659331e+26 3.613214946701604873e+07 1.541944279793709294e+00 3.303970607771706813e+00 1.437539185563741384e+00 2.880060831108004038e+00 3.704695083058819005e+00 -2.431552796858598052e-39 0.000000000000000000e+00
2.998539990043575322e+36 2.764735123763901885e+35 3.312174772607235855e+26 3.170196780183285475e+07 5.528478306505442141e-01 3.463885204054314659e+00 4.041909910464520639e-01 4.380604542189960871e-01 4.102634504920493974e+00 -2.431495220384513406e-39 0.000000000000000000e+00
3.286768123514683959e+36 7.399411236260236007e+35 2.893244577050129102e+26 3.347285714288083464e+07 1.420741019780791481e+00 2.195007094814848347e+00 1.341302813826155793e+00 2.928846491888573711e-01 3.551680884035823826e+00 -2.430274413876621437e-39 0.000000000000000000e+00
2.579625525966515154e+36 4.088346319995012271e+35 3.441321208633943335e+26 2.998214863888529688e+07 4.856418995106080994e-01 2.802708688734073750e+00 8.275733026639995327e-01 2.745695949903118827e+00 6.116385071507605353e+00 -2.428873201883599124e-39 0.000000000000000000e+00
2.964585708913421226e+36 6.701375732340478993e+35 3.001895435479314231e+26 3.236705372009243816e+07 1.902247298740375792e+00 1.891689046114261030e+00 5.972683795957206554e-01 2.457295196884012434e+00 4.426399338827037511e+00 -2.428479142437693794e-39 0.000000000000000000e+00
2.382949073104380664e+36 4.832632128274618946e+35 3.188451868156541234e+26 3.654892386363746971e+07 1.636226797294454638e+00 3.278336704051657335e+00 9.421990118200990194e-01 1.429172631417995998e+00 4.976416097944960093e+00 -2.426040310000853722e-39 0.000000000000000000e+00
3.842211996977287220e+36 2.584939360324278412e+35 3.569910880451403200e+26 3.246202944300511479e+07 1.370396399815848820e+00 5.456959485825440659e+00 1.246563882888933383e+00 8.336755528049869524e-01 1.970744904778290563e+00 -2.425682091698454407e-39 0.000000000000000000e+00
2.081521247123346775e+36 4.099059778793758312e+35 3.137249365632965080e+26 3.322625736447703838e+07 1.062556877132668331e+00 3.475009152293611514e+00 2.009904933783601244e+00 1.660310584175322512e+00 3.015081679778485402e+00 -2.425301870854276765e-39 0.000000000000000000e+00
2.274387054961511846e+36 2.892377886991881908e+35 2.809193660277527232e+26 3.231960462910173088e+07 1.518399563440216149e-01 6.310149913493288132e-01 2.909761776680841461e+00 1.620269442442632268e+00 3.777055131656439801e+00 -2.424382056983571768e-39 0.000000000000000000e+00
3.740284315723918860e+36 3.121546463426727899e+35 3.649965320879375702e+26 3.633724923270602524e+07 1.892787947216501010e+00 3.352430991114608627e+00 1.834822517528769348e+00 1.079929581495339797e+00 2.423895746454177935e+00 -2.424097745957478460e-39 0.000000000000000000e+00
2.533862828234899608e+36 3.535081228892813534e+35 3.037771547801445729e+26 3.637768806538218260e+07 1.944560375583511913e+00 3.233565070647324902e+00 6.282178108368250413e-01 2.175257102008824273e+00 3.296657284624293194e+00 -2.422572575776720954e-39 0.000000000000000000e+00
3.511009503146179971e+36 4.363765339823833316e+35 3.293498721357073318e+26 3.279476564619452506e+07 1.236435452085943076e+00 4.751393996454143398e+00 8.642846281021939747e-01 2.701508701935380952e+00 1.416670070460297026e+00 -2.419475205024969846e-39 0.000000000000000000e+00
2.350373052992919277e+36 6.614274088575026210e+35 2.837642570797452057e+26 3.018086809633707255e+07 1.282138276126372878e+00 1.454036439902336220e+00 7.888967125517389878e-01 2.886021335430478896e+00 1.065913473071416595e+00 -2.419156517020911412e-39 0.000000000000000000e+00
2.017362589449493409e+36 4.455027138049529540e+35 3.631255468646430420e+26 3.771675729867810756e+07 3.035937014558031333e+00 3.833716851608676812e+00 2.090048285875080403e+00 2.278742963142718070e-01 1.807799119566458002e+00 -2.419127963797853565e-39 0.000000000000000000e+00
3.590680809912495237e+36 4.510847485654910812e+35 3.233487482486187094e+26 3.114660504800815880e+07 1.732661190510588423e+00 2.615548552781080449e+00 2.672404525442951595e+00 2.173702387310085360e+00 3.043663416222655904e+00 -2.418691146509460827e-39 0.000000000000000000e+00
2.934817099397558046e+36 2.556216550837840906e+35 3.271533577544078997e+26 2.953432816129474714e+07 1.001731770995329285e+00 2.741192062434427257e+00 3.798576914765916523e-01 3.055246016987442026e+00 1.077467961169481070e+00 -2.417622491374392268e-39 0.000000000000000000e+00
2.800972611614910671e+36 4.776679195874900231e+35 3.070969615432241869e+26 3.379984405697475374e+07 1.735840280346193865e+00 4.835180675812505768e+00 1.736080471091422384e+00 3.136089588297473085e+00 2.210623579989517751e+00 -2.417083141175937216e-39 0.000000000000000000e+00
2.793801730727863615e+36 3.643246819569820521e+35 3.461622835213067214e+26 3.365563970527637005e+07 9.224855172045308693e-01 2.797631259242520763e+00 2.595500552311581277e+00 3.054438510416828123e+00 4.800875285707030926e+00 -2.416203033759739499e-39 0.000000000000000000e+00
2.727782056956436310e+36 3.543067207703742140e+35 3.431379032695326557e+26 3.716823394924730062e+07 1.144901912507456432e+00 4.133177313794741181e+00 3.083191446701033289e+00 1.756265569534990689e+00 5.851705312176994411e+00 -2.414927200820014095e-39 0.000000000000000000e+00
2.415518649022810135e+36 7.158199154727842928e+35 2.930731672007447101e+26 3.303415440633608028e+07 1.719529185714883779e+00 3.585847748562171478e-01 3.398837867668625390e-01 2.206077140294204764e+00 5.961537655612966446e+00 -2.414807431656152585e-39 0.000000000000000000e+00
3.647682027880731567e+36 2.268105355093980381e+35 2.790349613399416389e+26 3.147394310510873795e+07 9.445807616130582618e-01 3.169109620806505045e+00 2.547442831625331028e+00 2.139937109064824927e+00 4.429435866592061899e+00 -2.413180963849384508e-39 0.000000000000000000e+00
3.046449847925823092e+36 5.479917743108211037e+35 3.659665772036445305e+26 2.957175926561993733e+07 1.713624373070721241e+00 6.014608248310405969e+00 1.601160016486876447e+00 2.673569320695380114e+00 3.711808878129683187e+00 -2.413018747676417350e-39 0.000000000000000000e+00
2.085042214768677774e+36 4.900404275934781650e+35 3.199023301010113095e+26 3.174952860641457513e+07 1.658532348041269033e+00 1.526279736332638137e+00 9.637728987156187754e-01 1.428509561487094182e+00 6.049603675704432248e+00 -2.412335071445523710e-39 0.000000000000000000e+00
3.866201147869632676e+36 5.124908097054027295e+35 3.264968216417969537e+26 3.593803278958998621e+07 8.508958188660369348e-01 6.821735934219242958e-01 8.471170397682372677e-01 2.517543465893559596e+00 3.681040706658864625e+00 -2.412326169526805701e-39 0.000000000000000000e+00
2.125680687628280273e+36 3.482774132481425167e+35 3.145819390753809336e+26 2.919457555493609235e+07 2.644796323110652825e+00 1.617904452615947841e+00 2.322653252951916603e+00 8.818692699223318332e-01 1.264493833454936933e+00 -2.411922873840112681e-39 0.000000000000000000e+00
3.638625734386364716e+36 6.697560520365748050e+35 3.529659094111595946e+26 3.688708814500854164e+07 2.600643873409581808e+00 4.257033704612151581e+00 1.025461809981702110e+00 6.259928681865467581e-01 5.821561848638405756e-01 -2.411501109342523475e-39 0.000000000000000000e+00
2.692000586912055899e+36 5.103838172598848415e+35 3.361198129373476611e+26 3.657732741074232757e+07 1.245012658949566253e+00 1.269527057803970127e+00 1.211353821878540904e+00 6.120052329061880236e-01 6.156242218907449271e+00 -2.410381698208920297e-39 0.000000000000000000e+00
2.149201766721745078e+36 3.123850877631299698e+35 2.990002220369002364e+26 3.598534563494881988e+07 6.137980017171722480e-01 5.351711888611129453e+00 1.593653980372302437e+00 2.502748520283564204e-01 2.284427810001750547e+00 -2.410173551102736374e-39 0.000000000000000000e+00
2.298463449400278128e+36 2.121833887425801467e+35 2.970943714294305050e+26 3.406904902332611382e+07 1.308619117608900817e+00 4.730017131029401689e+00 2.896494646825421793e+00 1.649967092708259475e+00 1.458682057602223248e+00 -2.409175302702815662e-39 0.000000000000000000e+00
3.054415975879793589e+36 5.028275927909049920e+35 3.519144954237474295e+26 3.411198222929576784e+07 2.196698745398573571e+00 5.484255915223982036e+00 1.581321423923557790e+00 4.165676225154487655e-01 3.081571527669628274e+00 -2.408998721279166233e-39 0.000000000000000000e+00
2.877189125130161944e+36 5.553195445831275634e+35 2.958349931182573543e+26 3.116839683583604917e+07 2.837941905650668062e+00 4.472197365295174087e+00 9.010139482673648059e-01 2.967435785693467221e+00 5.219651899318097144e+00 -2.407286901293155211e-39 0.000000000000000000e+00
2.318837734757893990e+36 7.462797178765002215e+35 3.165495928454982070e+26 3.289409825535023585e+07 1.880089058001120250e+00 5.206021185821157360e+00 5.999117694381775889e-01 2.194393361850932034e-01 4.876320097538714649e+00 -2.406029366623039881e-39 0.000000000000000000e+00
3.853357503385518108e+36 2.367982822384761871e+35 3.329168902020568338e+26 3.741664572843240201e+07 2.055086788841439471e+00 3.344684754857891740e+00 1.764252707710486368e+00 4.278366469513480985e-01 5.011991241902382654e+00 -2.405980536198835372e-39 0.000000000000000000e+00
3.584427836245102147e+36 4.480532754010219305e+35 2.863263356451009121e+26 3.203801454330853000e+07 1.643931805505248533e+00 3.492280780749072111e+00 5.658804585865089276e-01 3.109445974055310646e+00 8.913721410085475583e-01 -2.404956852863816593e-39 0.000000000000000000e+00
3.672784380013529966e+36 7.844056755896879779e+35 3.468217079447901818e+26 3.684389323701777309e+07 1.081834952566711694e+00 3.198563580883382884e-01 2.862733095645432435e+00 1.723872751775287426e+00 3.920333867081172485e+00 -2.404418812802745931e-39 0.000000000000000000e+00
2.137621010191223119e+36 3.636489281853570322e+35 3.259530423570518300e+26 3.426288506813828647e+07 1.519030474087841309e+00 2.142349097728207141e+00 1.360568521725804114e+00 2.753803832239782423e+00 4.975255517317707543e+00 -2.404103376191145504e-39 0.000000000000000000e+00
3.386166089805925596e+36 3.139815153976983013e+35 3.206173792697437734e+26 3.366126546538607031e+07 1.094192465144234294e+00 5.886618789696612453e+00 9.759586164457929591e-01 1.311302937572630112e-01 1.328594820666006093e+00 -2.403191594776596005e-39 0.000000000000000000e+00
2.905088852790742058e+36 3.554871258914677623e+35 3.014444949316876300e+26 3.729098894434662163e+07 1.156261422444187170e+00 4.327124059595842454e+00 3.071488315340660247e+00 2.538116647109218249e+00 3.758867131036305320e+00 -2.402971023867083270e-39 0.000000000000000000e+00
2.287339270268262774e+36 4.135520777678668518e+35 3.334513504164873059e+26 3.490425903967167437e+07 1.189846182604839209e+00 5.011978385535717173e+00 2.662206891280309407e+00 2.213611441026618554e+00 3.316169354081742071e+00 -2.402678217434953319e-39 0.000000000000000000e+00
2.257732877089530455e+36 6.466455152119283664e+35 3.356472325421415110e+26 3.457984541222361475e+07 2.185537809144468380e+00 2.160664057477296396e+00 2.537191962037804061e+00 2.983395516879278730e+00 1.297114770855588795e+00 -2.398786418217978022e-39 0.000000000000000000e+00
3.060387600629790963e+36 8.979265366922915600e+35 3.324362148964083543e+26 3.372954443353860825e+07 1.454753074776003574e+00 6.052782294680172370e+00 1.029930507257725170e+00 2.768980485680019754e+00 5.726918098440883398e+00 -2.396846734305354727e-39 0.000000000000000000e+00
3.065384868296671568e+36 7.774729356103575141e+35 3.464196459195525852e+26 3.165469322518423572e+07 1.491901864872893890e+00 4.315112910305135330e+00 9.964174314762305196e-01 5.311458750131349271e-01 5.235478839667463191e+00 -2.395754620005068835e-39 0.000000000000000000e+00
3.965998431249649200e+36 5.601470674135770640e+35 2.849048034566716113e+26 3.067768382107540220e+07 1.745252916633905471e+00 1.860465396815873085e+00 2.411395530726711200e+00 4.797459488831161689e-01 3.975738850870442320e+00 -2.395564145361968034e-39 0.000000000000000000e+00
2.781750767226165332e+36 9.532625009398920380e+35 2.851134792136241755e+26 3.090507510248762369e+07 1.751573940211170299e+00 3.197114375595485836e+00 2.022562972553743954e+00 1.522816647666650702e+00 8.393760254746327476e-01 -2.394404459733791366e-39 0.000000000000000000e+00
2.452831849285065388e+36 7.723529838890306168e+35 3.190401730195190178e+26 2.862186058144774288e+07 1.913828744104349111e+00 8.871873956295905916e-01 7.267951811030234910e-02 2.769106621372909416e+00 9.900783363272339654e-01 -2.393521422050760401e-39 0.000000000000000000e+00
2.910371669397138572e+36 4.885876890481173751e+35 3.018842835264269384e+26 3.004935382003743201e+07 1.717641455573169162e+00 5.099700368725214261e+00 2.455180588099493910e+00 2.451527021556381580e+00 6.195417163774448177e+00 -2.393471382800437903e-39 0.000000000000000000e+00
3.841404858970939700e+36 3.519805762512049547e+35 3.497834008908212372e+26 2.876279836324039474e+07 2.427047839032978604e+00 2.647820795063815513e-02 5.237067640309632788e-01 1.857037405236690475e+00 4.579140746519811400e-01 -2.393413210706923928e-39 0.000000000000000000e+00
2.282438654090079127e+36 5.460022967665455147e+35 3.582193441007481923e+26 3.434190951128224283e+07 1.996490594895331760e+00 3.508073042337529923e+00 2.691733310320300721e+00 9.446998685380854077e-01 1.744246877868621537e+00 -2.390925468606901966e-39 0.000000000000000000e+00
3.676255578597021162e+36 2.828524272115935702e+35 2.956784168998780425e+26 3.146728829588209465e+07 9.100279874179123540e-02 2.509636106026365443e+00 2.881150401551152651e+00 2.984720640077021425e+00 3.454730401011399721e+00 -2.390266299425722011e-39 0.000000000000000000e+00
2.443728567848819459e+36 4.472339764481048110e+35 3.162586084283989589e+26 2.888056055923137441e+07 8.840258480073162062e-01 4.969897327756378935e+00 2.536878892346546621e+00 2.625619166644145963e+00 2.934307122485685149e+00 -2.389465960278260286e-39 0.000000000000000000e+00
3.814972264654928776e+36 3.915972635238280561e+35 2.988582056868857075e+26 3.676757371862939000e+07 2.089494815456045540e+00 4.274655832502204156e+00 2.568733903329811330e+00 3.099085947358514392e+00 3.307416870952507360e+00 -2.388978084498010020e-39 0.000000000000000000e+00
2.014562877808219102e+36 7.391334370760612708e+35 3.485190766693465201e+26 3.058175033021576703e+07 1.271567678882703722e+00 1.171289000848933171e+00 4.404534319176068857e-01 3.055193372876196634e+00 3.839180826054029438e+00 -2.388337604099391427e-39 0.000000000000000000e+00
2.850499850135711925e+36 2.456872457102800499e+35 3.441631314143562666e+26 3.407554316840151697e+07 7.976852852755482726e-01 3.646395330264049051e+00 2.269629893761322847e+00 1.151863653840849988e+00 1.236443742446345473e+00 -2.387624241751291016e-39 0.000000000000000000e+00
3.324938118796177841e+36 8.335196212283576647e+35 3.540771680776919622e+26 3.600378116779141873e+07 1.009062541072568431e+00 2.364009572816216931e-01 2.757388549878912798e+00 1.727429302533471045e+00 3.498529229202652857e+00 -2.387230132972985374e-39 0.000000000000000000e+00
3.076662797047212270e+36 6.530787447486543623e+35 3.184508823840174668e+26 3.296736734504666179e+07 1.473678595778366684e+00 1.303270633463718742e+00 1.547829656098663076e+00 7.205920919090659238e-01 4.237470979412237604e+00 -2.387151822279687244e-39 0.000000000000000000e+00
3.278996534601887298e+36 6.698042629368374485e+35 3.343101045400414240e+26 3.757270569677846134e+07 1.268201974700140733e+00 3.552475392106705598e+00 1.207676789921508620e+00 7.016206784344058978e-01 3.110792019008516540e+00 -2.387041091011969415e-39 0.000000000000000000e+00
3.332770140612518492e+36 3.155227860703118831e+35 3.578422052462175009e+26 3.539281037436932325e+07 2.023014862716424833e+00 4.280560237104064747e+00 1.813790090465251525e+00 2.088908234199259528e+00 3.979935053099164399e+00 -2.386749028422243962e-39 0.000000000000000000e+00
2.442016493026176971e+36 2.776350572408189463e+35 2.869076003484213623e+26 3.235844267179846019e+07 5.593736162138401857e-01 1.258903967822895487e+00 3.007848032488279699e+00 1.479668400856602117e+00 4.098748887216529191e+00 -2.384977981410811570e-39 0.000000000000000000e+00
2.244116746652631802e+36 4.641063797814017797e+35 3.669364336137710289e+26 2.844449226045482606e+07 8.401649753021582789e-01 1.783384182742723700e+00 1.271437803342158279e+00 2.760032552889295498e-01 4.024612665038590720e+00 -2.383312430897941680e-39 0.000000000000000000e+00
2.058529082179980251e+36 3.860403221471468809e+35 3.436899521307356890e+26 3.445486970374738425e+07 6.553168265085260735e-01 5.090028361617229713e+00 1.246739026245779147e+00 9.828803027351995514e-02 5.399365111776017301e+00 -2.382585047005300357e-39 0.000000000000000000e+00
3.940965985257132523e+36 8.090973965281400178e+35 2.887941509907456797e+26 3.769095906836128980e+07 1.846027959286949294e+00 5.568028408659110084e+00 1.235494241168458629e+00 1.122218349602471577e+00 3.565849550775684662e+00 -2.381209497345009713e-39 0.000000000000000000e+00
2.257659827420068278e+36 8.121099134635747217e+35 3.278530683046863548e+26 3.416532397966168076e+07 1.865043775476934895e+00 8.870892290842152805e-01 2.821093503417082982e+00 5.134550896584895163e-01 3.811985018983522711e+00 -2.378398078637656331e-39 0.000000000000000000e+00
3.963182909445391671e+36 5.121982739859083283e+35 3.287448695548423072e+26 3.303955058289355412e+07 1.151814419036532922e+00 5.534841900230507150e+00 2.502030135126989130e+00 1.674678539251943099e-01 5.662439661926501167e+00 -2.378292784613442840e-39 0.000000000000000000e+00
2.368046158942570694e+36 7.438054062246327037e+35 3.364833557703341009e+26 3.708756899172675610e+07 1.054266688649964312e+00 3.470685701868063688e+00 6.148092434334271328e-01 2.780438378242704456e+00 4.043722795333822617e+00 -2.375440054768642213e-39 0.000000000000000000e+00
2.929694742830766338e+36 2.120023690010701711e+35 2.879749206601039774e+26 2.939827161829163134e+07 2.676328114072348829e-01 2.815041132205683638e+00 2.788555639873127490e+00 1.069670424506193318e-01 3.504636413066960721e+00 -2.374608976957832154e-39 0.000000000000000000e+00
2.531565047918098456e+36 5.606075297515962536e+35 3.400602081035003881e+26 3.486848018917349726e+07 1.161090203270856769e+00 4.861478269164902777e+00 2.669800768818173520e+00 4.323460571576451805e-01 1.903784050712016063e+00 -2.374005349650311360e-39 0.000000000000000000e+00
2.498594680679308659e+36 6.535838445885875106e+35 3.163048755142432022e+26 3.386336982178650796e+07 1.274330493360832151e+00 5.568249966152706953e+00 2.250067536614037689e-01 2.945739408886533628e+00 5.959819596267471375e+00 -2.373567991089288535e-39 0.000000000000000000e+00
3.355449113390726999e+36 2.477718036529091280e+35 3.314047385428243764e+26 3.316330355902849883e+07 3.964371491448729912e-01 6.173813450901340261e+00 2.058075597732888617e+00 3.005656085196756422e+00 1.968123519081091288e+00 -2.372492071993445441e-39 0.000000000000000000e+00
2.594442059203605577e+36 4.994185111059255270e+35 3.031231652124082329e+26 3.703580364041323215e+07 1.636753257479132584e+00 2.312418399777294020e+00 1.079331065308732018e+00 3.789734341708501097e-01 7.640540647262372698e-01 -2.369427415922745328e-39 0.000000000000000000e+00
2.133194418166001914e+36 4.569449868970985079e+35 3.095714531870665700e+26 3.313014035204683244e+07 1.186501918473322315e+00 6.309118860448483801e-01 8.400323921540830963e-02 9.905090249177372907e-01 4.622862148888336797e+00 -2.368463491015790396e-39 0.000000000000000000e+00
3.545483754469609526e+36 2.370161933091556168e+35 2.993730643300735527e+26 3.518654139298751205e+07 1.922558259717795703e+00 4.776547972154303601e+00 5.067159791703924610e-01 1.271522739187883388e+00 2.591714520609359695e+00 -2.368366976660821749e-39 0.000000000000000000e+00
3.677340631743545426e+36 3.596654408022346166e+35 3.081546524298180106e+26 3.406365397626410425e+07 1.108556165879064359e+00 2.218386338740447439e+00 5.017019412819760937e-01 3.549097366227313977e-01 2.198647500606750960e+00 -2.367740847069160528e-39 0.000000000000000000e+00
3.071064287077900183e+36 2.286410646844638394e+35 2.789874289460489673e+26 3.677535776150819659e+07 2.685597523207393422e+00 5.661971152992970602e+00 1.745423007711509600e-01 4.043257276631584407e-02 2.819854097581439234e+00 -2.366863276895189828e-39 0.000000000000000000e+00
2.558195867033296963e+36 7.246143455977720383e+35 3.431751126287772373e+26 3.615290411511708051e+07 1.034938658242148923e+00 5.257100645235915692e+00 8.906080982071037377e-01 9.170239604597940630e-02 5.221271188750243653e+00 -2.366031844892601376e-39 0.000000000000000000e+00
3.455961759096173331e+36 3.628979575933289981e+35 3.464542754711653975e+26 3.332782152068328112e+07 1.193413412379114469e+00 5.446287341723862419e+00 2.776118262811905435e+00 7.070472868544007694e-01 6.009019495669335242e+00 -2.364591565053366491e-39 0.000000000000000000e+00
3.971191060810811963e+36 5.994628820805756813e+35 3.653765983134361024e+26 3.731907400440528989e+07 1.198084703128097672e+00 1.422171632068959912e+00 2.161643684261528087e+00 2.001444190475789031e-01 5.336085763467116827e+00 -2.363665943382443380e-39 0.000000000000000000e+00
2.921506804945772468e+36 9.034556979307463818e+35 3.697694873581486889e+26 3.530417018438516557e+07 1.449005026055464773e+00 2.445925229481356489e+00 1.491678296256806924e+00 1.968201080330124642e+00 5.968898725487115087e-01 -2.363105841168733829e-39 0.000000000000000000e+00
2.831788470358451395e+36 6.173000470074132355e+35 3.399659416452524760e+26 3.677534453462064266e+07 1.493195926844267385e+00 1.418188306752959482e+00 7.226366746009301734e-01 2.824613099796185800e+00 5.975380122510184577e+00 -2.362666919214368506e-39 0.000000000000000000e+00
3.193993201439990086e+36 3.867332282176690040e+35 3.270722687886686847e+26 2.867942976516470686e+07 1.792970575177057491e+00 3.722752026862678476e-01 2.663116548476406553e+00 1.527588008817699183e+00 4.880410416662384621e-01 -2.362510223961248996e-39 0.000000000000000000e+00
2.517945409173475313e+36 2.301418817031727326e+35 3.293477445303600545e+26 2.892831073333548009e+07 1.657759073089539514e+00 4.576349205266179609e+00 2.308984965592965732e+00 2.123794976590660077e+00 1.610741463558956310e+00 -2.361951211467972208e-39 0.000000000000000000e+00
3.246301648233018957e+36 3.464314315326016557e+35 3.320840672931689071e+26 3.107371577569789812e+07 1.548653356624192012e+00 4.750559773055474722e+00 6.532635780837896533e-01 1.890563500305716182e+00 6.030058150455991139e+00 -2.361696594272937481e-39 0.000000000000000000e+00
2.746073868483656497e+36 7.716495746580362966e+35 3.333482449712430110e+26 3.349171328050009906e+07 1.937906885126020162e+00 2.783749990710441935e+00 1.183990117072400539e+00 2.463950957195134350e+00 3.883638010246365901e+00 -2.360799527169250028e-39 0.000000000000000000e+00
2.166196860941848232e+36 4.663441352579831712e+35 3.672072907196485176e+26 3.354803947989078984e+07 1.949364205768401748e+00 3.763372655805223399e+00 3.018124583808056371e+00 2.483895865996898489e-01 2.181617485309548243e+00 -2.360784139600255095e-39 0.000000000000000000e+00
3.336910932698017493e+36 8.812105206616443348e+35 3.588060761969131190e+26 3.272568731181300431e+07 1.471900036259407907e+00 3.527963987066193408e+00 5.868454493979602393e-01 1.309710973015117963e-01 1.042814094416555371e+00 -2.360355343457356885e-39 0.000000000000000000e+00
2.775607764265143165e+36 6.863045355940602791e+35 3.378830334522539729e+26 3.327116894348331913e+07 1.619622382261526550e+00 4.382903323205208923e-01 2.667986304836880151e+00 3.627078254910436339e-01 6.030921941032075573e+00 -2.360043453780719759e-39 0.000000000000000000e+00
3.844197898778233913e+36 5.883748583483949315e+35 2.883938680146449647e+26 3.025809145191741362e+07 1.021848181305925918e+00 3.159316578622181626e-01 2.762886253145367732e+00 1.412833737488900787e-01 1.784168322847696775e-01 -2.359149786329217953e-39 0.000000000000000000e+00
3.698070485299820836e+36 4.143672231132116897e+35 3.112291550211227648e+26 3.439114122126459330e+07 1.279288944061140132e+00 5.158499850986437707e+00 1.549750157028779718e+00 8.316459617522026226e-01 3.136429984781463176e+00 -2.356439438905015570e-39 0.000000000000000000e+00
3.502920847474260102e+36 2.581277886321489993e+35 3.054190951615247379e+26 2.957207270231630281e+07 1.502767810341305854e-01 2.082677515786488520e+00 2.162020762648931282e-01 3.130478788074317897e+00 3.646528415961487912e+00 -2.356003578588981897e-39 0.000000000000000000e+00
2.324653436405114349e+36 9.020624232075768003e+35 3.437591815995116738e+26 3.700190133254452050e+07 2.078629532285419579e+00 2.033846333671906148e+00 3.092810982574237588e+00 8.470107989111222979e-01 5.239205191951075147e-01 -2.355433627581145368e-39 0.000000000000000000e+00
2.651394942633979522e+36 5.608276189280648889e+35 3.462265889269915935e+26 3.146926635131826252e+07 2.095605657379876696e+00 3.805408415589538240e+00 1.576619445706160416e+00 1.706628438341035170e-01 2.679427235330597679e+00 -2.355327212796137996e-39 0.000000000000000000e+00
3.855325551835206718e+36 3.785730939026166462e+35 3.250786166459583998e+26 3.071850661139766872e+07 9.925978957028382954e-01 2.266811628179012494e+00 2.612404206694058484e+00 4.920870318585849335e-01 6.960648031986589324e-01 -2.354780861488862139e-39 0.000000000000000000e+00
