1.000000000000000048e-04,9.999999999999999704e-61
1.006042480468750060e-04,9.999999999999999704e-61
1.012084960937500072e-04,9.999999999999999704e-61
1.018127441406250084e-04,9.999999999999999704e-61
1.024169921875000096e-04,9.999999999999999704e-61
1.030212402343750109e-04,9.999999999999999704e-61
1.036254882812499985e-04,9.999999999999999704e-61
1.042297363281249997e-04,9.999999999999999704e-61
1.048339843750000010e-04,9.999999999999999704e-61
1.054382324218750022e-04,9.999999999999999704e-61
1.060424804687500034e-04,9.999999999999999704e-61
1.066467285156250046e-04,9.999999999999999704e-61
1.072509765625000058e-04,9.999999999999999704e-61
1.078552246093750070e-04,9.999999999999999704e-61
1.084594726562500082e-04,9.999999999999999704e-61
1.090637207031250095e-04,9.999999999999999704e-61
1.096679687500000107e-04,9.999999999999999704e-61
1.102722167968750119e-04,9.999999999999999704e-61
1.108764648437500131e-04,9.999999999999999704e-61
1.114807128906250008e-04,9.999999999999999704e-61
1.120849609375000020e-04,9.999999999999999704e-61
1.126892089843750032e-04,9.999999999999999704e-61
1.132934570312500044e-04,9.999999999999999704e-61
1.138977050781250056e-04,9.999999999999999704e-61
1.145019531250000068e-04,9.999999999999999704e-61
1.151062011718750080e-04,9.999999999999999704e-61
1.157104492187500093e-04,9.999999999999999704e-61
1.163146972656250105e-04,9.999999999999999704e-61
1.169189453124999981e-04,9.999999999999999704e-61
1.175231933593749993e-04,9.999999999999999704e-61
1.181274414062500006e-04,9.999999999999999704e-61
1.187316894531250018e-04,9.999999999999999704e-61
1.193359375000000030e-04,9.999999999999999704e-61
1.199401855468750042e-04,9.999999999999999704e-61
1.205444335937500054e-04,9.999999999999999704e-61
1.211486816406250066e-04,9.999999999999999704e-61
1.217529296875000078e-04,9.999999999999999704e-61
1.223571777343750091e-04,9.999999999999999704e-61
1.229614257812500103e-04,9.999999999999999704e-61
1.235656738281250115e-04,9.999999999999999704e-61
1.241699218750000127e-04,9.999999999999999704e-61
1.247741699218750139e-04,9.999999999999999704e-61
1.253784179687500151e-04,9.999999999999999704e-61
1.259826660156250163e-04,9.999999999999999704e-61
1.265869140625000176e-04,9.999999999999999704e-61
1.271911621093750188e-04,9.999999999999999704e-61
1.277954101562499929e-04,9.999999999999999704e-61
1.283996582031249941e-04,9.999999999999999704e-61
1.290039062499999953e-04,9.999999999999999704e-61
1.296081542968749965e-04,9.999999999999999704e-61
1.302124023437499977e-04,9.999999999999999704e-61
1.308166503906249990e-04,9.999999999999999704e-61
1.314208984375000002e-04,9.999999999999999704e-61
1.320251464843750014e-04,9.999999999999999704e-61
1.326293945312500026e-04,9.999999999999999704e-61
1.332336425781250038e-04,9.999999999999999704e-61
1.338378906250000050e-04,9.999999999999999704e-61
1.344421386718750062e-04,9.999999999999999704e-61
1.350463867187500075e-04,9.999999999999999704e-61
1.356506347656250087e-04,9.999999999999999704e-61
1.362548828125000099e-04,9.999999999999999704e-61
1.368591308593750111e-04,9.999999999999999704e-61
1.374633789062500123e-04,9.999999999999999704e-61
1.380676269531250135e-04,9.999999999999999704e-61
1.386718750000000147e-04,9.999999999999999704e-61
1.392761230468750160e-04,9.999999999999999704e-61
1.398803710937500172e-04,9.999999999999999704e-61
1.404846191406250184e-04,9.999999999999999704e-61
1.410888671875000196e-04,9.999999999999999704e-61
1.416931152343750208e-04,9.999999999999999704e-61
1.422973632812500220e-04,9.999999999999999704e-61
1.429016113281250232e-04,9.999999999999999704e-61
1.435058593750000245e-04,9.999999999999999704e-61
1.441101074218749986e-04,9.999999999999999704e-61
1.447143554687499998e-04,9.999999999999999704e-61
1.453186035156250010e-04,9.999999999999999704e-61
1.459228515625000022e-04,9.999999999999999704e-61
1.465270996093750034e-04,9.999999999999999704e-61
1.471313476562500046e-04,9.999999999999999704e-61
1.477355957031250059e-04,9.999999999999999704e-61
1.483398437500000071e-04,9.999999999999999704e-61
1.489440917968750083e-04,9.999999999999999704e-61
1.495483398437500095e-04,9.999999999999999704e-61
1.501525878906250107e-04,9.999999999999999704e-61
1.507568359375000119e-04,9.999999999999999704e-61
1.513610839843750131e-04,9.999999999999999704e-61
1.519653320312500144e-04,9.999999999999999704e-61
1.525695800781250156e-04,9.999999999999999704e-61
1.531738281250000168e-04,9.999999999999999704e-61
1.537780761718750180e-04,9.999999999999999704e-61
1.543823242187500192e-04,9.999999999999999704e-61
1.549865722656249933e-04,9.999999999999999704e-61
1.555908203124999945e-04,9.999999999999999704e-61
1.561950683593749957e-04,9.999999999999999704e-61
1.567993164062499970e-04,9.999999999999999704e-61
1.574035644531249982e-04,9.999999999999999704e-61
1.580078124999999994e-04,9.999999999999999704e-61
1.586120605468750006e-04,9.999999999999999704e-61
1.592163085937500018e-04,9.999999999999999704e-61
1.598205566406250030e-04,9.999999999999999704e-61
1.604248046875000043e-04,9.999999999999999704e-61
1.610290527343750055e-04,9.999999999999999704e-61
1.616333007812500067e-04,9.999999999999999704e-61
1.622375488281250079e-04,9.999999999999999704e-61
1.628417968750000091e-04,9.999999999999999704e-61
1.634460449218750103e-04,9.999999999999999704e-61
1.640502929687500115e-04,9.999999999999999704e-61
1.646545410156250128e-04,9.999999999999999704e-61
1.652587890625000140e-04,9.999999999999999704e-61
1.658630371093750152e-04,9.999999999999999704e-61
1.664672851562500164e-04,9.999999999999999704e-61
